Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,11616,4545,85.0,85.0
2,11953,1952,100.0,50.0
3,25703,5864,85.0,85.0
4,16665,1553,64.7,64.3
5,11863,2048,75.5,74.5
6,6336,2121,85.0,85.0

36.378345,Player SVO angle [Deg] :
