Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,26057,2136,85.0,72.4
2,20184,4119,96.55,41.949997
3,9711,1768,76.6,88.6
4,41271,6511,65.05,63.45
5,18175,3160,73.5,76.5
6,12632,2152,85.9,82.9

34.564415,Player SVO angle [Deg] :
