Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,5976,1553,85.0,85.0
2,8536,3048,100.0,50.0
3,20825,2816,85.0,85.0
4,35872,4920,67.5,57.5
5,14775,5007,75.0,75.0
6,18192,2305,85.0,85.0

34.845734,Player SVO angle [Deg] :
