Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,5712,929,85.0,85.0
2,3248,1743,100.0,50.0
3,4255,2344,85.0,85.0
4,5032,1865,78.35,31.150002
5,4128,1088,87.0,63.0
6,5568,4585,95.95,59.45

17.651142,Player SVO angle [Deg] :
