Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,16088,1410,85.0,31.8
2,19168,10367,95.65,39.85
3,12584,3368,74.15,89.65
4,8832,1585,76.25,36.25
5,27204,6925,81.5,68.5
6,8768,1672,90.4,72.4

10.727849,Player SVO angle [Deg] :
