Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,8783,1573,85.0,61.9
2,15448,2546,90.85,28.65
3,15273,2113,85.0,85.0
4,32015,3896,71.35,48.149998
5,15736,2362,81.5,68.5
6,46183,1233,91.9,68.9

16.550837,Player SVO angle [Deg] :
