Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,2264,1185,85.0,66.1
2,26712,1440,100.0,50.0
3,61125,2813,85.0,85.0
4,4552,1560,62.95,68.55
5,2872,1216,58.0,92.0
6,41696,5232,98.65,53.15

31.194294,Player SVO angle [Deg] :
