Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,12928,3696,85.0,85.0
2,13655,3408,100.0,50.0
3,13744,6601,85.0,85.0
4,96455,10703,64.7,64.3
5,5464,2368,75.0,75.0
6,5177,3857,85.0,85.0

36.54362,Player SVO angle [Deg] :
