Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,11073,6585,85.0,85.0
2,26133,5254,100.0,50.0
3,14320,1724,50.0,100.0
4,17728,6746,50.0,100.0
5,9215,2177,75.0,75.0
6,11608,1544,85.0,85.0

53.36589,Player SVO angle [Deg] :
