Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,27688,4808,85.0,85.0
2,11168,4226,100.0,50.0
3,81886,19263,85.0,85.0
4,21408,1896,50.0,100.0
5,31304,4472,100.0,50.0
6,29008,4392,85.0,85.0

37.092842,Player SVO angle [Deg] :
