Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,2992,1144,85.0,43.0
2,30032,4761,100.0,50.0
3,3607,1400,67.15,92.65
4,5312,1848,81.5,23.5
5,3873,1401,65.0,85.0
6,2608,800,88.0,78.0

21.134127,Player SVO angle [Deg] :
