Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,47327,16311,85.0,85.0
2,105807,5208,100.0,50.0
3,21680,4112,50.0,100.0
4,34976,5736,50.0,100.0
5,5640,3097,90.5,59.5
6,9104,3321,100.0,50.0

39.46674,Player SVO angle [Deg] :
