Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,19000,2984,85.0,84.3
2,61903,6663,100.0,50.0
3,14368,5729,85.0,85.0
4,29673,4015,50.0,100.0
5,15992,3495,75.0,75.0
6,34365,1431,85.0,85.0

44.888374,Player SVO angle [Deg] :
