Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,5072,2239,85.0,85.0
2,52301,3045,100.0,50.0
3,23599,3039,85.0,85.0
4,28034,5424,85.0,15.0
5,30223,2952,100.0,50.0
6,3424,1520,100.0,50.0

7.8152924,Player SVO angle [Deg] :
