Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,11008,3392,85.0,85.0
2,35984,4152,100.0,50.0
3,13048,10936,67.5,92.5
4,8808,2536,67.5,57.5
5,16168,2649,65.0,85.0
6,29575,12783,85.0,85.0

42.357456,Player SVO angle [Deg] :
