Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,6521,1393,85.0,85.0
2,35424,3657,92.95,33.55
3,39344,9873,85.0,85.0
4,72934,37776,64.7,64.3
5,14016,4089,75.0,75.0
6,5680,2664,85.0,85.0

34.267452,Player SVO angle [Deg] :
