Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,10864,3439,85.0,85.0
2,94335,1217,100.0,50.0
3,68104,3192,81.5,86.5
4,50856,3495,64.7,64.3
5,8032,2663,75.0,75.0
6,69662,2754,85.0,85.0

37.327408,Player SVO angle [Deg] :
