Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,29600,3032,85.0,85.0
2,23489,3553,100.0,50.0
3,8496,3144,85.0,85.0
4,20704,2744,85.0,15.0
5,35576,24083,100.0,50.0
6,69286,13951,85.0,85.0

16.260206,Player SVO angle [Deg] :
