Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,10920,5128,85.0,85.0
2,24256,7272,100.0,50.0
3,10672,5640,85.0,85.0
4,24640,6344,64.35,65.15
5,24792,13536,75.0,75.0
6,48015,3191,85.0,85.0

36.754154,Player SVO angle [Deg] :
