Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,5344,2287,85.0,85.0
2,25446,6328,100.0,50.0
3,9679,3504,85.0,85.0
4,53520,11784,64.7,64.3
5,15520,3240,75.0,75.0
6,23849,17713,85.0,85.0

36.54362,Player SVO angle [Deg] :
