Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,9016,2320,85.0,85.0
2,15969,2761,85.0,15.0
3,26839,3880,75.2,89.2
4,11440,2704,64.7,64.3
5,13176,2242,80.0,70.0
6,8320,1448,87.1,80.1

30.340902,Player SVO angle [Deg] :
