Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,10736,2336,85.0,85.0
2,35344,3122,100.0,50.0
3,15784,2440,85.0,85.0
4,17736,2968,65.05,63.45
5,8943,5584,75.0,75.0
6,10960,3545,85.0,85.0

36.332714,Player SVO angle [Deg] :
