Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,7687,1488,85.0,85.0
2,7248,2192,100.0,50.0
3,36330,2601,85.0,85.0
4,65600,12018,67.5,57.5
5,13113,2009,80.0,70.0
6,58597,3232,86.5,81.5

32.307335,Player SVO angle [Deg] :
