Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,3769,2681,85.0,85.0
2,3655,2711,85.0,15.0
3,40620,39485,50.0,100.0
4,18520,2568,50.0,100.0
5,5689,4393,100.0,50.0
6,5432,1547,100.0,50.0

30.465538,Player SVO angle [Deg] :
