Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,45423,2352,85.0,60.5
2,23921,1752,98.05,45.45
3,26639,1031,73.8,89.8
4,19848,1947,78.0,32.0
5,24728,1312,94.5,55.5
6,12536,1128,85.0,85.0

17.661709,Player SVO angle [Deg] :
