Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,34151,2559,85.0,50.0
2,8336,2024,100.0,50.0
3,16360,1536,85.0,85.0
4,21504,2880,70.3,50.7
5,16896,2440,75.0,75.0
6,7704,1505,85.0,85.0

25.5377,Player SVO angle [Deg] :
