Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,6664,1306,85.0,52.8
2,8224,1968,93.85,35.65
3,32437,7653,55.6,97.6
4,4833,1921,74.5,40.5
5,13360,3544,60.5,89.5
6,5407,1536,97.45,55.95

23.335176,Player SVO angle [Deg] :
