Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,13136,11000,85.0,15.0
2,3456,1137,100.0,50.0
3,18480,3160,50.0,100.0
4,8936,1512,50.0,100.0
5,23721,1400,75.0,75.0
6,27815,11055,85.0,85.0

40.76361,Player SVO angle [Deg] :
