Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,17544,1233,85.0,85.0
2,12088,2200,100.0,50.0
3,15568,1807,50.0,100.0
4,9008,2248,69.95,51.55
5,46817,5480,75.0,75.0
6,30271,2551,85.0,85.0

41.619514,Player SVO angle [Deg] :
