Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,54944,26512,85.0,85.0
2,13241,3720,100.0,50.0
3,11271,4472,85.0,85.0
4,16696,1369,64.7,64.3
5,15496,7977,50.0,100.0
6,7135,2488,85.0,85.0

44.932396,Player SVO angle [Deg] :
