Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,40329,2176,85.0,85.0
2,8288,1825,100.0,50.0
3,77327,19975,85.0,85.0
4,34496,1895,64.7,64.3
5,15023,1552,75.0,75.0
6,14049,3088,85.0,85.0

36.54362,Player SVO angle [Deg] :
