Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,176293,7943,85.0,85.0
2,20704,3736,100.0,50.0
3,6817,4018,85.0,85.0
4,43991,12009,64.7,64.3
5,33856,4640,75.0,75.0
6,28312,8160,85.0,85.0

36.54362,Player SVO angle [Deg] :
