Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,5432,2280,85.0,15.0
2,12016,8680,100.0,50.0
3,6201,3521,85.0,85.0
4,11101,8014,85.0,15.0
5,9304,1368,100.0,50.0
6,7943,1483,100.0,50.0

-7.8152924,Player SVO angle [Deg] :
