Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,6520,1687,85.0,85.0
2,21302,3999,100.0,50.0
3,4463,1575,85.0,85.0
4,140408,3375,85.0,15.0
5,3152,1185,100.0,50.0
6,7161,1289,100.0,50.0

7.8152924,Player SVO angle [Deg] :
