Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,15673,1593,85.0,15.0
2,17408,2846,100.0,50.0
3,25293,12720,85.0,85.0
4,5586,2900,50.0,100.0
5,7447,5719,100.0,50.0
6,7481,1686,100.0,50.0

12.804265,Player SVO angle [Deg] :
