Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,51432,1625,85.0,48.600002
2,19127,1801,91.15,29.349998
3,2632,1760,85.0,85.0
4,1031768,3124,67.15,58.35
5,15465,1992,78.5,71.5
6,8376,1064,94.0,64.0

15.794533,Player SVO angle [Deg] :
