Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,48280,21376,85.0,55.6
2,51772,25284,91.0,29.0
3,19840,3257,60.15,95.65
4,70432,2607,74.5,40.5
5,9633,3130,75.0,75.0
6,23671,5424,94.0,64.0

18.396667,Player SVO angle [Deg] :
