Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,3608,1440,85.0,15.0
2,145342,90566,85.0,15.0
3,21176,3736,85.0,85.0
4,23488,2913,85.0,15.0
5,32000,3848,100.0,50.0
6,5880,2056,100.0,50.0

-16.260206,Player SVO angle [Deg] :
