Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,9961,2001,85.0,36.7
2,31758,3576,89.05,24.45
3,9087,4560,85.0,85.0
4,22072,3112,72.4,45.600002
5,12608,2128,90.0,60.0
6,13248,2040,95.65,60.15

3.1374395,Player SVO angle [Deg] :
