Game number,Game FPC,Game DRP,Dominant player,Game Time [Msec],Time To first drag [Msec],Reference point,Data point,X,Y,Point value,Connection
1,2.015061,0.85714287,2,40080,9512
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,1333,106,3,r1
 , , , , , , ,d1,865,466,1,r2
 , , , , , , ,d2,865,466,2,r2
 , , , , , , ,d3,1179,106,2,r2
 , , , , , , ,d4,94,178,2,r2
 , , , , , , ,d5,1179,178,4,r1


2,1.3867505,1.0,2,6520,4600
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,865,178,3,r1


3,3.158822,0.5625,2,24284,8604
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,1179,682,4,r1
 , , , , , , ,d1,557,394,3,r2
 , , , , , , ,d2,865,106,1,r2
 , , , , , , ,d3,403,682,1,r1
 , , , , , , ,d4,1019,250,3,r2
 , , , , , , ,d5,1179,466,1,r2
 , , , , , , ,d6,94,394,3,r1


4,2.7593472,0.5,0,31864,5928
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,1019,178,1,r2
 , , , , , , ,d1,94,682,1,r1
 , , , , , , ,d2,248,250,4,r2
 , , , , , , ,d3,1019,610,4,r1
 , , , , , , ,d4,865,682,3,r2
 , , , , , , ,d5,1179,322,1,r1
 , , , , , , ,d6,248,538,4,r1


5,1.7898355,0.8333333,1,15696,8872
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,248,178,3,r2
 , , , , , , ,d1,557,250,3,r1
 , , , , , , ,d2,1333,106,2,r1
 , , , , , , ,d3,557,178,4,r2


6,2.6356952,0.7692308,1,33576,6224
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,403,178,1,r2
 , , , , , , ,d1,1019,178,1,r1
 , , , , , , ,d2,248,538,4,r1
 , , , , , , ,d3,94,682,1,r2
 , , , , , , ,d4,94,610,1,r1
 , , , , , , ,d5,1333,322,2,r2
 , , , , , , ,d6,248,610,3,r1


7,3.7549703,0.875,2,10392,6912
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,94,466,1,r1
 , , , , , , ,d1,1333,322,3,r2
 , , , , , , ,d2,865,106,4,r1


8,2.126114,0.6666667,2,10064,6335
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,1019,610,4,r2
 , , , , , , ,d1,403,538,2,r1


9,1.264911,1.0,1,5736,3904
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,557,106,1,r1


10,2.0484464,0.8181818,2,22200,16216
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,248,610,2,r2
 , , , , , , ,d1,1179,682,3,r2
 , , , , , , ,d2,865,178,4,r1
 , , , , , , ,d3,1333,178,1,r1
 , , , , , , ,d4,1333,178,1,r1


