Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,8903,2272,85.0,54.9
2,70077,2333,91.45,30.05
3,36024,2264,73.45,89.95
4,15712,1793,81.15,24.349998
5,8120,1440,93.0,57.0
6,7464,1664,90.55,72.05

7.5124383,Player SVO angle [Deg] :
