Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,8921,3697,85.0,85.0
2,20431,9008,100.0,50.0
3,22166,3405,85.0,85.0
4,10272,2698,85.0,15.0
5,10928,5264,75.0,75.0
6,7016,2720,85.0,85.0

23.838741,Player SVO angle [Deg] :
