Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,89844,40901,85.0,55.6
2,17464,11232,100.0,50.0
3,8216,3240,85.0,85.0
4,119880,14473,74.5,40.5
5,30304,4339,76.0,74.0
6,6552,4232,85.0,85.0

23.674707,Player SVO angle [Deg] :
