Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,21431,2176,85.0,85.0
2,6032,1936,100.0,50.0
3,13631,3880,85.0,85.0
4,12072,2424,64.7,64.3
5,9768,1448,75.5,74.5
6,6008,2040,85.0,85.0

36.378345,Player SVO angle [Deg] :
