Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,17816,0,85.0,26.2
2,12112,2225,97.6,44.4
3,134796,5581,85.0,85.0
4,6017,2057,69.95,51.55
5,4128,1608,81.5,68.5
6,7767,2223,91.45,69.95

12.222959,Player SVO angle [Deg] :
