Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,20385,2888,85.0,29.0
2,36285,4997,100.0,50.0
3,12240,1953,85.0,85.0
4,9791,3712,85.0,15.0
5,18729,3105,90.0,60.0
6,17023,4743,95.5,60.5

-0.119116046,Player SVO angle [Deg] :
