Game number,Game FPC,Game DRP,Dominant player,Game Time [Msec],Time To first drag [Msec],Reference point,Data point,X,Y,Point value,Connection
1,2.4715018,0.8,2,6912,2416
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,865,466,1,r2
 , , , , , , ,d1,1179,538,3,r1
 , , , , , , ,d2,94,178,1,r2


2,1.8439089,0.6666667,1,3992,1480
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,557,466,2,r1
 , , , , , , ,d1,865,466,1,r2


3,3.7759533,0.5555556,1,12575,1984
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,94,682,2,r2
 , , , , , , ,d1,1179,178,1,r2
 , , , , , , ,d2,1179,322,3,r1
 , , , , , , ,d3,94,322,1,r2
 , , , , , , ,d4,403,322,2,r2


4,3.4160225,0.7777778,1,12064,2360
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,1333,322,2,r1
 , , , , , , ,d1,403,466,2,r1
 , , , , , , ,d2,248,682,1,r2
 , , , , , , ,d3,94,250,4,r1


5,3.8496761,0.6363636,1,20280,2201
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,248,250,4,r1
 , , , , , , ,d1,1333,394,4,r1
 , , , , , , ,d2,557,178,3,r2


6,2.5860462,1.0,1,13448,1337
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,403,610,2,r1
 , , , , , , ,d1,403,250,2,r1
 , , , , , , ,d2,94,466,1,r2
 , , , , , , ,d3,557,394,2,r1
 , , , , , , ,d4,403,178,1,r1
 , , , , , , ,d5,248,250,1,r2
 , , , , , , ,d6,403,178,2,r1


7,3.1584632,0.6111111,1,17313,2760
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,1333,538,1,r2
 , , , , , , ,d1,248,178,4,r1
 , , , , , , ,d2,1333,322,3,r1
 , , , , , , ,d3,94,394,2,r2
 , , , , , , ,d4,557,610,1,r1
 , , , , , , ,d5,557,610,4,r1
 , , , , , , ,d6,1019,610,3,r1


8,3.2726321,0.6666667,1,4936,1296
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,94,394,4,r1
 , , , , , , ,d1,557,682,4,r1
 , , , , , , ,d2,1019,106,4,r1


9,2.468862,0.6666667,1,28704,4056
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,403,466,1,r2
 , , , , , , ,d1,248,106,1,r2
 , , , , , , ,d2,1019,322,2,r1
 , , , , , , ,d3,557,394,3,r1
 , , , , , , ,d4,1333,106,1,r2
 , , , , , , ,d5,557,466,1,r2


10,2.4056897,0.75,1,9680,2488
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,94,178,4,r1
 , , , , , , ,d1,1333,250,2,r2
 , , , , , , ,d2,403,106,2,r2


