Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,5840,3104,85.0,85.0
2,47525,6661,100.0,50.0
3,12176,8425,85.0,85.0
4,39216,6017,74.5,40.5
5,10984,3977,87.0,63.0
6,17729,7561,90.1,73.1

23.553381,Player SVO angle [Deg] :
