Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,17856,7216,85.0,85.0
2,21928,17080,100.0,50.0
3,11376,9696,85.0,85.0
4,8704,6536,85.0,15.0
5,13032,3792,75.0,75.0
6,36198,27887,85.0,85.0

23.838741,Player SVO angle [Deg] :
