Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,9057,5641,85.0,85.0
2,39224,6473,100.0,50.0
3,20032,5873,85.0,85.0
4,49233,41737,67.85,56.65
5,20128,3855,75.0,75.0
6,34111,5072,92.5,67.5

30.12354,Player SVO angle [Deg] :
