Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,39104,5528,85.0,85.0
2,45100,32230,97.6,44.4
3,8360,3673,67.15,92.65
4,12536,3427,79.4,28.599998
5,22704,2792,65.5,84.5
6,9297,2249,85.15,84.65

33.675358,Player SVO angle [Deg] :
