Game number,Game FPC,Game DRP,Dominant player,Game Time [Msec],Time To first drag [Msec],Reference point,Data point,X,Y,Point value,Connection
1,2.0692043,0.8333333,1,13047,3424
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,94,682,3,r1
 , , , , , , ,d1,1333,178,1,r2
 , , , , , , ,d2,403,610,2,r2


2,2.7210493,0.6666667,2,11793,3065
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,557,538,1,r2
 , , , , , , ,d1,557,106,3,r2
 , , , , , , ,d2,1333,106,4,r1
 , , , , , , ,d3,1179,466,4,r1


3,2.8217406,0.8,1,45791,3720
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,557,178,3,r2
 , , , , , , ,d1,1019,250,1,r2
 , , , , , , ,d2,865,106,2,r2
 , , , , , , ,d3,403,466,2,r1
 , , , , , , ,d4,557,106,4,r2
 , , , , , , ,d5,94,394,3,r1


4,3.5472243,0.5714286,1,12071,2175
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,403,394,3,r2
 , , , , , , ,d1,248,538,4,r1
 , , , , , , ,d2,1019,538,2,r2
 , , , , , , ,d3,248,466,1,r2
 , , , , , , ,d4,1179,466,4,r1


5,2.8708565,0.7777778,2,13976,4256
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,1179,250,1,r2
 , , , , , , ,d1,865,394,3,r1
 , , , , , , ,d2,1019,250,3,r1
 , , , , , , ,d3,94,250,2,r2
 , , , , , , ,d4,1019,466,3,r2
 , , , , , , ,d5,94,250,2,r2
 , , , , , , ,d6,1333,178,4,r1


6,1.3867505,1.0,2,54230,8405
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,865,610,3,r1


7,5.186666,0.85714287,1,8544,1217
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,557,250,1,r2
 , , , , , , ,d1,1179,466,1,r2
 , , , , , , ,d2,248,322,1,r2
 , , , , , , ,d3,94,394,4,r1


8,3.9158468,0.9411765,1,30368,4105
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,1019,250,1,r2
 , , , , , , ,d1,94,322,1,r1
 , , , , , , ,d2,403,538,2,r2
 , , , , , , ,d3,94,538,2,r2
 , , , , , , ,d4,248,322,4,r1
 , , , , , , ,d5,94,250,3,r1
 , , , , , , ,d6,94,322,4,r1


9,1.6687288,0.71428573,1,11465,1625
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,1179,538,2,r2
 , , , , , , ,d1,403,610,3,r1
 , , , , , , ,d2,403,394,2,r1


10,3.9156153,0.6666667,2,9536,2663
 , , , , , ,r1, ,282,435
 , , , , , ,r2, ,1213,435
 , , , , , , ,d0,1179,322,3,r1
 , , , , , , ,d1,1333,610,3,r2
 , , , , , , ,d2,94,250,3,r1


