Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,10248,4304,85.0,85.0
2,13640,5240,100.0,50.0
3,37712,3848,80.1,87.1
4,31408,5704,65.05,63.45
5,6920,3520,84.5,65.5
6,33869,2656,94.0,64.0

28.872427,Player SVO angle [Deg] :
