Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,25096,2904,85.0,85.0
2,34356,5807,100.0,50.0
3,8136,1873,85.0,85.0
4,31088,3657,64.7,64.3
5,23480,1888,75.0,75.0
6,28856,2265,85.0,85.0

36.54362,Player SVO angle [Deg] :
