Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,15352,2720,85.0,75.2
2,10633,1626,100.0,50.0
3,30513,5177,80.1,87.1
4,93055,5552,66.45,60.05
5,7568,2225,80.5,69.5
6,11479,1904,86.2,82.2

32.035244,Player SVO angle [Deg] :
