Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,56880,30792,85.0,75.2
2,19952,7904,94.75,37.75
3,29616,3511,84.65,85.15
4,8775,2822,64.7,64.3
5,8144,1776,88.0,62.0
6,26232,2401,86.65,81.15

27.385824,Player SVO angle [Deg] :
