Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,38551,15239,85.0,35.300003
2,20779,13633,92.2,31.8
3,7232,4545,66.45,92.95
4,27256,3104,67.85,56.65
5,7569,3050,92.0,58.0
6,278615,259121,94.45,62.95

10.768999,Player SVO angle [Deg] :
