Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,8952,2840,85.0,49.3
2,45406,36318,89.5,25.5
3,7632,3057,76.25,88.75
4,4448,2320,71.7,47.3
5,8592,2593,79.5,70.5
6,7720,3143,92.05,68.55

14.424728,Player SVO angle [Deg] :
