Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,9911,4088,85.0,85.0
2,23609,2609,100.0,50.0
3,29687,6192,85.0,85.0
4,26048,1872,64.7,64.3
5,11688,4424,75.0,75.0
6,9568,2560,85.0,85.0

36.54362,Player SVO angle [Deg] :
