Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,8800,3048,85.0,85.0
2,6689,2432,100.0,50.0
3,32208,1352,67.85,92.35
4,62727,5240,64.7,64.3
5,14231,3938,50.0,100.0
6,16063,1639,90.85,71.35

45.819977,Player SVO angle [Deg] :
