Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,7383,1272,85.0,85.0
2,61184,4369,100.0,50.0
3,15488,1425,85.0,85.0
4,15200,2175,56.3,84.7
5,4657,1537,100.0,50.0
6,4056,1944,85.0,85.0

33.470497,Player SVO angle [Deg] :
