Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,16536,5441,85.0,50.0
2,32804,10183,100.0,50.0
3,10064,2336,85.0,85.0
4,45303,3376,50.0,100.0
5,12921,2785,100.0,50.0
6,10152,2107,85.0,85.0

30.34325,Player SVO angle [Deg] :
