Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,13944,1912,85.0,65.4
2,6511,1112,100.0,50.0
3,19679,3335,60.5,95.5
4,112850,1736,65.05,63.45
5,9513,1232,75.0,75.0
6,10903,1992,85.0,85.0

38.229122,Player SVO angle [Deg] :
