Game number,Game Time [Msec],Time To first drag [Msec],Self value,Other value
1,27024,2059,85.0,64.7
2,7864,2320,90.55,27.95
3,11336,2163,63.65,94.15
4,72283,4772,64.35,65.15
5,65944,8010,86.0,64.0
6,47240,4970,86.95,80.45

28.642292,Player SVO angle [Deg] :
